hname,shcode,expcode,etfchk,filler,gubun
자람테크놀로지,389020,KR7389020009,0,,2
지니너스,389030,KR7389030008,0,,2
포바이포,389140,KR7389140005,0,,2
대명에너지,389260,KR7389260001,0,,2
인벤티지랩,389470,KR7389470006,0,,2
에스비비테크,389500,KR7389500000,0,,2
엔에이치스팩20호,391060,KR7391060001,0,,2
코닉오토메이션,391710,KR7391710001,0,,2
토마토시스템,393210,KR7393210000,0,,2
신한제8호스팩,393360,KR7393360003,0,,2
더블유씨피,393890,KR7393890009,0,,2
오픈엣지테크놀로지,394280,KR7394280002,0,,2
넥스트칩,396270,KR7396270001,0,,2
세아메카닉스,396300,KR7396300006,0,,2
워트,396470,KR7396470007,0,,2
에이프릴바이오,397030,KR7397030008,0,,2
교보11호스팩,397880,KR7397880006,0,,2
가온칩스,399720,KR7399720002,0,,2
하이제7호스팩,400840,KR7400840005,0,,2
코난테크놀로지,402030,KR7402030001,0,,2
그린리소스,402490,KR7402490007,0,,2
우듬지팜,403490,KR7403490006,0,,2
HPSP,403870,KR7403870009,0,,2
DB금융스팩10호,404950,KR7404950008,0,,2
플라즈맵,405000,KR7405000001,0,,2
큐알티,405100,KR7405100009,0,,2
신한제9호스팩,405640,KR7405640004,0,,2
나라셀라,405920,KR7405920000,0,,2
하나금융21호스팩,406760,KR7406760009,0,,2
뷰티스킨,406820,KR7406820001,0,,2
꿈비,407400,KR7407400001,0,,2
스튜디오미르,408900,KR7408900009,0,,2
메쎄이상,408920,KR7408920007,0,,2
샌즈랩,411080,KR7411080005,0,,2
레이저쎌,412350,KR7412350001,0,,2
미래에셋비전스팩1호,412930,KR7412930000,0,,2
키움제6호스팩,413600,KR7413600008,0,,2
유진스팩8호,413630,KR7413630005,0,,2
비아이매트릭스,413640,KR7413640004,0,,2
상상인제3호스팩,415580,KR7415580000,0,,2
신성에스티,416180,KR7416180008,0,,2
나노팀,417010,KR7417010006,0,,2
핑거스토리,417180,KR7417180007,0,,2
LS머트리얼즈,417200,KR7417200003,0,,2
제이아이테크,417500,KR7417500006,0,,2
트루엔,417790,KR7417790003,0,,2
저스템,417840,KR7417840006,0,,2
오브젠,417860,KR7417860004,0,,2
모델솔루션,417970,KR7417970001,0,,2
하나금융22호스팩,418170,KR7418170007,0,,2
신한제10호스팩,418210,KR7418210001,0,,2
시큐레터,418250,KR7418250007,0,,2
라온텍,418420,KR7418420006,0,,2
밀리의서재,418470,KR7418470001,0,,2
제이오,418550,KR7418550000,0,,2
삼기이브이,419050,KR7419050000,0,,2
엔젯,419080,KR7419080007,0,,2
산돌,419120,KR7419120001,0,,2
신영스팩7호,419270,KR7419270004,0,,2
SAMG엔터,419530,KR7419530001,0,,2
비스토스,419540,KR7419540000,0,,2
기가비스,420770,KR7420770000,0,,2
교보12호스팩,421800,KR7421800004,0,,2
엔에이치스팩23호,422040,KR7422040006,0,,2
케이비제21호스팩,424140,KR7424140002,0,,2
벨로크,424760,KR7424760007,0,,2
스마트레이더시스템,424960,KR7424960003,0,,2
마이크로투나노,424980,KR7424980001,0,,2
티이엠씨,425040,KR7425040003,0,,2
삼성스팩6호,425290,KR7425290004,0,,2
티에프이,425420,KR7425420007,0,,2
IBKS제19호스팩,426550,KR7426550000,0,,2
하나금융23호스팩,427950,KR7427950001,0,,2
시지트로닉스,429270,KR7429270002,0,,2
신영스팩8호,430220,KR7430220004,0,,2
하나금융24호스팩,430230,KR7430230003,0,,2
한화플러스제3호스팩,430460,KR7430460006,0,,2
한싹,430690,KR7430690008,0,,2
유안타제9호스팩,430700,KR7430700005,0,,2
와이랩,432430,KR7432430007,0,,2
케이엔에스,432470,KR7432470003,0,,2
퀄리타스반도체,432720,KR7432720001,0,,2
키움제7호스팩,433530,KR7433530003,0,,2
모니터랩,434480,KR7434480000,0,,2
유안타제10호스팩,435380,KR7435380001,0,,2
하나금융25호스팩,435620,KR7435620000,0,,2
에스케이증권제8호스팩,435870,KR7435870001,0,,2
케이비제22호스팩,436530,KR7436530000,0,,2
한국제11호스팩,436610,KR7436610000,0,,2
엔에이치스팩24호,437780,KR7437780000,0,,2
대신밸런스제13호스팩,438220,KR7438220006,0,,2
엔에이치스팩25호,438580,KR7438580003,0,,2
버넥트,438700,KR7438700007,0,,2
마녀공장,439090,KR7439090002,0,,2
삼성스팩7호,439250,KR7439250002,0,,2
엔에이치스팩26호,439410,KR7439410002,0,,2
블루엠텍,439580,KR7439580002,0,,2
IBKS제20호스팩,439730,KR7439730003,0,,2
파두,440110,KR7440110005,0,,2
오픈놀,440320,KR7440320000,0,,2
교보13호스팩,440790,KR7440790004,0,,2
엔에이치스팩27호,440820,KR7440820009,0,,2
파인엠텍,441270,KR7441270006,0,,2
유진스팩9호,442130,KR7442130001,0,,2
대신밸런스제14호스팩,442310,KR7442310009,0,,2
IBKS제21호스팩,442770,KR7442770004,0,,2
미래에셋드림스팩1호,442900,KR7442900007,0,,2
레뷰코퍼레이션,443250,KR7443250006,0,,2
유안타제11호스팩,444920,KR7444920003,0,,2
에이직랜드,445090,KR7445090004,0,,2
퓨릿,445180,KR7445180003,0,,2
비엔케이제1호스팩,445360,KR7445360001,0,,2
큐리옥스바이오시스템즈,445680,KR7445680002,0,,2
신영스팩9호,445970,KR7445970007,0,,2
유안타제12호스팩,446150,KR7446150005,0,,2
미래에셋비전스팩2호,446190,KR7446190001,0,,2
메가터치,446540,KR7446540007,0,,2
하나26호스팩,446750,KR7446750002,0,,2
키움제8호스팩,446840,KR7446840001,0,,2
에코아이,448280,KR7448280008,0,,2
하나27호스팩,448370,KR7448370007,0,,2
코츠테크놀로지,448710,KR7448710004,0,,2
삼성스팩8호,448740,KR7448740001,0,,2
IBKS제22호스팩,448760,KR7448760009,0,,2
미래에셋비전스팩3호,448830,KR7448830000,0,,2
유안타제13호스팩,449020,KR7449020007,0,,2
하이제8호스팩,450050,KR7450050000,0,,2
엔에이치스팩28호,450410,KR7450410006,0,,2
인스웨이브시스템즈,450520,KR7450520002,0,,2
유안타제14호스팩,450940,KR7450940002,0,,2
아이엠티,451220,KR7451220008,0,,2
엔에이치스팩29호,451700,KR7451700009,0,,2
컨텍,451760,KR7451760003,0,,2
제이엔비,452160,KR7452160005,0,,2
한선엔지니어링,452280,KR7452280001,0,,2
캡스톤파트너스,452300,KR7452300007,0,,2
상상인제4호스팩,452670,KR7452670003,0,,2
신한제11호스팩,452980,KR7452980006,0,,2
에이에스텍,453860,KR7453860009,0,,2
하나29호스팩,454640,KR7454640004,0,,2
하나28호스팩,454750,KR7454750001,0,,2
KB제25호스팩,455250,KR7455250001,0,,2
한화플러스제4호스팩,455310,KR7455310003,0,,2
에스케이증권제9호스팩,455910,KR7455910000,0,,2
DB금융스팩11호,456440,KR7456440007,0,,2
교보14호스팩,456490,KR7456490002,0,,2
대신밸런스제15호스팩,457390,KR7457390003,0,,2
대신밸런스제16호스팩,457630,KR7457630002,0,,2
에스케이증권제10호스팩,457940,KR7457940005,0,,2
KB제26호스팩,458320,KR7458320009,0,,2
한국제12호스팩,458610,KR7458610003,0,,2
에이치엠씨제6호스팩,462020,KR7462020009,0,,2
한국제13호스팩,464440,KR7464440007,0,,2
KB제27호스팩,464680,KR7464680008,0,,2
교보15호스팩,465320,KR7465320000,0,,2
엔에이치스팩30호,466910,KR7466910007,0,,2
삼성스팩9호,468510,KR7468510003,0,,2
글로벌에스엠,900070,KYG3931T1076,0,,2
애머릿지,900100,USU652221081,0,,2
이스트아시아홀딩스,900110,HK0000057197,0,,2
씨엑스아이,900120,KYG2114A1094,0,,2
크리스탈신소재,900250,KYG2115T1076,0,,2
로스웰,900260,HK0000295359,0,,2
헝셩그룹,900270,HK0000214814,0,,2
골든센츄리,900280,KYG1990V1041,0,,2
GRT,900290,HK0000307485,0,,2
오가닉티코스메틱,900300,HK0000312568,0,,2
컬러레이,900310,HK0000341732,0,,2
윙입푸드,900340,HK0000449303,0,,2
SBI핀테크솔루션즈,950110,KR8392070007,0,,2
엑세스바이오,950130,KR8840090003,0,,2
잉글우드랩,950140,KR8840110108,0,,2
코오롱티슈진,950160,KR8840120008,0,,2
JTC,950170,KR8392080006,0,,2
고스트스튜디오,950190,KR8344390008,0,,2
소마젠,950200,KR8840150005,0,,2
네오이뮨텍,950220,KR8840140006,0,,2
